Source Name	Characteristics[Organism]	Term Source REF	Term Source Accession	Characteristics[Cell Line]	Term Source REF	Term Source Accession	Characteristics [Replicate Group]	Protocol REF	Protocol REF	Assay Name	Factor Value[Targeted Protein]	Comment[Gene Identifier]	Comment[Gene Symbol]	Comment[Gene Symbol Synonyms]	Factor Value [Antibody]	Channels	Dataset Name	Comment [Image File Type]	Comment[Image File Comment]	Image File Path	Image Name	Protocol REF	Processed Data File
Nup133-aa566-582_antibody_2	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-aa566-582_antibody_2	growth protocol	image aquistion and feature extraction protocol	Nup133-aa566-582_antibody_2	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-aa566-582 antibody	greyscale	Nup133-aa566-582_antibody_2	raw		/Nup133/Nup133-aa566-582_antibody_gp/120810_nup133_gp_2/Nup133_gp_2/	nup133_corr2_low500_2.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-aa566-582_antibody_2	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-aa566-582_antibody_2	growth protocol	image aquistion and feature extraction protocol	Nup133-aa566-582_antibody_2	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-aa566-582 antibody	greyscale	Nup133-aa566-582_antibody_2	raw		/Nup133/Nup133-aa566-582_antibody_gp/120810_nup133_gp_2/Nup133_gp_4/	nup133_corr2_low500_4.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-aa566-582_antibody_3	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-aa566-582_antibody_3	growth protocol	image aquistion and feature extraction protocol	Nup133-aa566-582_antibody_3	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-aa566-582 antibody	greyscale	Nup133-aa566-582_antibody_3	derived		/Nup133/Nup133-aa566-582_antibody_gp/120813_nup133_gp_3/AllParticles/	all_particles.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-aa566-582_antibody_3	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-aa566-582_antibody_3	growth protocol	image aquistion and feature extraction protocol	Nup133-aa566-582_antibody_3	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-aa566-582 antibody	greyscale	Nup133-aa566-582_antibody_3	derived		/Nup133/Nup133-aa566-582_antibody_gp/120813_nup133_gp_3/AllParticles/	SUM_trans_norm.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-aa566-582_antibody_3	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-aa566-582_antibody_3	growth protocol	image aquistion and feature extraction protocol	Nup133-aa566-582_antibody_3	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-aa566-582 antibody	greyscale	Nup133-aa566-582_antibody_3	derived		/Nup133/Nup133-aa566-582_antibody_gp/120813_nup133_gp_3/AllParticles/	trans_norm.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-aa566-582_antibody_3	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-aa566-582_antibody_3	growth protocol	image aquistion and feature extraction protocol	Nup133-aa566-582_antibody_3	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-aa566-582 antibody	greyscale	Nup133-aa566-582_antibody_3	raw		/Nup133/Nup133-aa566-582_antibody_gp/120813_nup133_gp_3/Nup133_gp_1/	nup133_corr1_low500_1.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-aa566-582_antibody_3	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-aa566-582_antibody_3	growth protocol	image aquistion and feature extraction protocol	Nup133-aa566-582_antibody_3	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-aa566-582 antibody	greyscale	Nup133-aa566-582_antibody_3	raw		/Nup133/Nup133-aa566-582_antibody_gp/120813_nup133_gp_3/Nup133_gp_2/	nup133_corr1_low500_2.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-aa566-582_antibody_3	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-aa566-582_antibody_3	growth protocol	image aquistion and feature extraction protocol	Nup133-aa566-582_antibody_3	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-aa566-582 antibody	greyscale	Nup133-aa566-582_antibody_3	raw		/Nup133/Nup133-aa566-582_antibody_gp/120813_nup133_gp_3/Nup133_gp_6/	nup133_corr1_low500_6.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-aa566-582_antibody_3	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-aa566-582_antibody_3	growth protocol	image aquistion and feature extraction protocol	Nup133-aa566-582_antibody_3	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-aa566-582 antibody	greyscale	Nup133-aa566-582_antibody_3	raw		/Nup133/Nup133-aa566-582_antibody_gp/120813_nup133_gp_3/Nup133_gp_3/	nup133_corr2_low500_3.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-aa566-582_antibody_3	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-aa566-582_antibody_3	growth protocol	image aquistion and feature extraction protocol	Nup133-aa566-582_antibody_3	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-aa566-582 antibody	greyscale	Nup133-aa566-582_antibody_3	raw		/Nup133/Nup133-aa566-582_antibody_gp/120813_nup133_gp_3/Nup133_gp_4/	nup133_corr2_low500_4.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-aa566-582_antibody_3	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-aa566-582_antibody_3	growth protocol	image aquistion and feature extraction protocol	Nup133-aa566-582_antibody_3	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-aa566-582 antibody	greyscale	Nup133-aa566-582_antibody_3	raw		/Nup133/Nup133-aa566-582_antibody_gp/120813_nup133_gp_3/Nup133_gp_5/	nup133_corr2_low500_5.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-aa566-582_antibody_4	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-aa566-582_antibody_4	growth protocol	image aquistion and feature extraction protocol	Nup133-aa566-582_antibody_4	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-aa566-582 antibody	greyscale	Nup133-aa566-582_antibody_4	derived		/Nup133/Nup133-aa566-582_antibody_gp/120813_nup133_gp_4/AllParticles/	all_particles.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-aa566-582_antibody_4	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-aa566-582_antibody_4	growth protocol	image aquistion and feature extraction protocol	Nup133-aa566-582_antibody_4	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-aa566-582 antibody	greyscale	Nup133-aa566-582_antibody_4	derived		/Nup133/Nup133-aa566-582_antibody_gp/120813_nup133_gp_4/AllParticles/	SUM_trans_norm.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-aa566-582_antibody_4	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-aa566-582_antibody_4	growth protocol	image aquistion and feature extraction protocol	Nup133-aa566-582_antibody_4	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-aa566-582 antibody	greyscale	Nup133-aa566-582_antibody_4	derived		/Nup133/Nup133-aa566-582_antibody_gp/120813_nup133_gp_4/AllParticles/	trans_norm.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-aa566-582_antibody_4	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-aa566-582_antibody_4	growth protocol	image aquistion and feature extraction protocol	Nup133-aa566-582_antibody_4	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-aa566-582 antibody	greyscale	Nup133-aa566-582_antibody_4	raw		/Nup133/Nup133-aa566-582_antibody_gp/120813_nup133_gp_4/Nup133_gp_1/	nup133_corr1_low500_1.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-aa566-582_antibody_4	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-aa566-582_antibody_4	growth protocol	image aquistion and feature extraction protocol	Nup133-aa566-582_antibody_4	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-aa566-582 antibody	greyscale	Nup133-aa566-582_antibody_4	raw		/Nup133/Nup133-aa566-582_antibody_gp/120813_nup133_gp_4/Nup133_gp_2/	nup133_corr1_low500_2.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-aa566-582_antibody_4	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-aa566-582_antibody_4	growth protocol	image aquistion and feature extraction protocol	Nup133-aa566-582_antibody_4	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-aa566-582 antibody	greyscale	Nup133-aa566-582_antibody_4	raw		/Nup133/Nup133-aa566-582_antibody_gp/120813_nup133_gp_4/Nup133_gp_3/	nup133_corr1_low500_3.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-aa566-582_antibody_4	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-aa566-582_antibody_4	growth protocol	image aquistion and feature extraction protocol	Nup133-aa566-582_antibody_4	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-aa566-582 antibody	greyscale	Nup133-aa566-582_antibody_4	raw		/Nup133/Nup133-aa566-582_antibody_gp/120813_nup133_gp_4/Nup133_gp_5/	nup133_corr1_low500_5.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-aa566-582_antibody_4	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-aa566-582_antibody_4	growth protocol	image aquistion and feature extraction protocol	Nup133-aa566-582_antibody_4	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-aa566-582 antibody	greyscale	Nup133-aa566-582_antibody_4	raw		/Nup133/Nup133-aa566-582_antibody_gp/120813_nup133_gp_4/Nup133_gp_6/	nup133_corr1_low500_6.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-aa566-582_antibody_4	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-aa566-582_antibody_4	growth protocol	image aquistion and feature extraction protocol	Nup133-aa566-582_antibody_4	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-aa566-582 antibody	greyscale	Nup133-aa566-582_antibody_4	raw		/Nup133/Nup133-aa566-582_antibody_gp/120813_nup133_gp_4/Nup133_gp_4/	nup133_corr2_low500_4.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_1	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_1	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_1	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_1	derived		/Nup133/Nup133-FL_antibody_rb/120507_nup133_rb/AllParticles/	all_particles.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_1	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_1	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_1	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_1	derived		/Nup133/Nup133-FL_antibody_rb/120507_nup133_rb/AllParticles/	SUM_trans_norm.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_1	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_1	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_1	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_1	derived		/Nup133/Nup133-FL_antibody_rb/120507_nup133_rb/AllParticles/	trans_norm.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_1	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_1	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_1	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_1	raw		/Nup133/Nup133-FL_antibody_rb/120507_nup133_rb/Nup133_rb_3/	nup133_corr1_low500_3.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_1	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_1	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_1	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_1	raw		/Nup133/Nup133-FL_antibody_rb/120507_nup133_rb/Nup133_rb_4/	nup133_corr1_low500_4.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_1	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_1	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_1	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_1	raw		/Nup133/Nup133-FL_antibody_rb/120507_nup133_rb/Nup133_rb_5/	nup133_corr1_low500_5.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_1	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_1	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_1	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_1	raw		/Nup133/Nup133-FL_antibody_rb/120507_nup133_rb/Nup133_rb_7/	nup133_corr1_low500_7.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_1	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_1	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_1	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_1	raw		/Nup133/Nup133-FL_antibody_rb/120507_nup133_rb/Nup133_rb_1/	nup133_corr2_low500_1.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_1	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_1	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_1	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_1	raw		/Nup133/Nup133-FL_antibody_rb/120507_nup133_rb/Nup133_rb_2/	nup133_corr2_low500_2.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_1	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_1	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_1	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_1	raw		/Nup133/Nup133-FL_antibody_rb/120507_nup133_rb/Nup133_rb_6/	nup133_corr2_low500_6.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_2	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_2	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_2	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_2	derived		/Nup133/Nup133-FL_antibody_rb/120515_nup133_rb/AllParticles/	all_particles.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_2	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_2	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_2	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_2	derived		/Nup133/Nup133-FL_antibody_rb/120515_nup133_rb/AllParticles/	SUM_trans_norm.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_2	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_2	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_2	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_2	derived		/Nup133/Nup133-FL_antibody_rb/120515_nup133_rb/AllParticles/	trans_norm.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_2	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_2	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_2	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_2	raw		/Nup133/Nup133-FL_antibody_rb/120515_nup133_rb/Nup133_rb_10/	nup133_corr1_low500_10.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_2	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_2	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_2	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_2	raw		/Nup133/Nup133-FL_antibody_rb/120515_nup133_rb/Nup133_rb_8/	nup133_corr1_low500_8.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_2	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_2	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_2	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_2	raw		/Nup133/Nup133-FL_antibody_rb/120515_nup133_rb/Nup133_rb_9/	nup133_corr1_low500_9.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_2	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_2	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_2	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_2	raw		/Nup133/Nup133-FL_antibody_rb/120515_nup133_rb/Nup133_rb_1/	nup133_corr2_low500_1.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_2	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_2	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_2	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_2	raw		/Nup133/Nup133-FL_antibody_rb/120515_nup133_rb/Nup133_rb_3/	nup133_corr2_low500_3.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_2	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_2	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_2	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_2	raw		/Nup133/Nup133-FL_antibody_rb/120515_nup133_rb/Nup133_rb_4/	nup133_corr2_low500_4.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_2	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_2	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_2	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_2	raw		/Nup133/Nup133-FL_antibody_rb/120515_nup133_rb/Nup133_rb_5/	nup133_corr2_low500_5.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_2	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_2	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_2	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_2	raw		/Nup133/Nup133-FL_antibody_rb/120515_nup133_rb/Nup133_rb_6/	nup133_corr2_low500_6.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_2	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_2	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_2	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_2	raw		/Nup133/Nup133-FL_antibody_rb/120515_nup133_rb/Nup133_rb_7/	nup133_corr2_low500_7.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_3	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_3	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_3	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_3	derived		/Nup133/Nup133-FL_antibody_rb/120525_nup133_rb/AllParticles/	all_particles.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_3	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_3	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_3	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_3	derived		/Nup133/Nup133-FL_antibody_rb/120525_nup133_rb/AllParticles/	SUM_trans_norm.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_3	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_3	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_3	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_3	derived		/Nup133/Nup133-FL_antibody_rb/120525_nup133_rb/AllParticles/	trans_norm.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_3	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_3	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_3	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_3	raw		/Nup133/Nup133-FL_antibody_rb/120525_nup133_rb/Nup133_rb_1/	nup133_corr2_low500_1.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_3	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_3	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_3	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_3	raw		/Nup133/Nup133-FL_antibody_rb/120525_nup133_rb/Nup133_rb_2/	nup133_corr2_low500_2.tif	data analysis protocol	idr0023-experimentA-processed.txt
Nup133-FullLength_antibody_3	Homo sapiens	NCBITaxon	NCBITaxon_9606	U2OS	EFO	EFO_0002869	Nup133-FullLength_antibody_3	growth protocol	image aquistion and feature extraction protocol	Nup133-FullLength_antibody_3	Nup133	ENSG00000069248	NUP133	"FLJ10814, hNUP133"	Nup133-FL antibody	greyscale	Nup133-FullLength_antibody_3	raw		/Nup133/Nup133-FL_antibody_rb/120525_nup133_rb/Nup133_rb_4/	nup133_corr2_low500_4.tif	data analysis protocol	idr0023-experimentA-processed.txt
